Address,City,State,Zip,Property Type,Status,Extended Status,Listing Date,Listing Price,Sold Date,Sold Price,Beds,Baths,Square Ft,Lot Size,Year Built,Days on Site,Next Open House Start Time,Next Open House End Time,URL,MLS#,Favorite,Latitude,Longitude 
3412 Umyousef Court,Irving,TX,75038,Single Family,Active,,8/4/2023 12:39:00 PM,962300,,,4,4,3127,0.092,2023,108,,,https://www.xome.com/homes-for-sale/3412-Umyousef-Court-Irving-TX-75038-383111833,20399687,N,32.874,-96.9793
3404 Umyousef Court,Irving,TX,75038,Single Family,Active,,8/4/2023 12:08:00 PM,977182,,,4,5,3118,0.092,2023,108,,,https://www.xome.com/homes-for-sale/3404-Umyousef-Court-Irving-TX-75038-383109490,20399644,N,32.874,-96.9793
4151 Khawlah Nafal Court,Irving,TX,75038,Single Family,Active,,8/3/2023 5:38:00 PM,1037262,,,5,6,3441,0.092,2023,109,,,https://www.xome.com/homes-for-sale/4151-Khawlah-Nafal-Court-Irving-TX-75038-383054924,20398916,N,32.874,-96.9793
4146 Khawlah Nafal Court,Irving,TX,75038,Single Family,Active,,8/3/2023 5:23:00 PM,953370,,,4,5,3144,0.092,2023,109,,,https://www.xome.com/homes-for-sale/4146-Khawlah-Nafal-Court-Irving-TX-75038-383054499,20398905,N,32.874,-96.9793
4139 Khawlah Nafal Court,Irving,TX,75038,Single Family,Active,,8/3/2023 4:52:00 PM,973182,,,4,5,3135,0.092,2023,109,,,https://www.xome.com/homes-for-sale/4139-Khawlah-Nafal-Court-Irving-TX-75038-383053725,20397579,N,32.874,-96.9793
816 Cove Hollow,Irving,TX,75060,Single Family,Active,,8/3/2023 3:26:00 PM,353000,,,3,2,1542,0.304,1978,109,,,https://www.xome.com/homes-for-sale/816-Cove-Hollow-Irving-TX-75060-383050452,20398779,N,32.79485,-96.95551
4132 Conflans Road,Irving,TX,75061,Single Family,Active,,8/3/2023 8:23:00 AM,604997,,,5,4,3544,0.258,2001,110,,,https://www.xome.com/homes-for-sale/4132-Conflans-Road-Irving-TX-75061-383032097,20397392,N,32.82123,-97.00565
4543 Wildbriar Drive,Irving,TX,75061,Single Family,Active,,8/3/2023 7:53:00 AM,798000,,,7,4,3781,0.152,2020,110,,,https://www.xome.com/homes-for-sale/4543-Wildbriar-Drive-Irving-TX-75061-383033310,20395233,N,32.8304,-97.01597
4707 Shemsa Drive,Irving,TX,75061,Single Family,Active,,8/1/2023 8:08:00 AM,925000,,,6,4,4802,0.165,2019,112,,,https://www.xome.com/homes-for-sale/4707-Shemsa-Drive-Irving-TX-75061-382954376,20395190,N,32.8282,-97.01548
330 Las Colinas Boulevard Unit 428,Irving,TX,75039,Condo,Active,,7/28/2023 11:01:00 AM,260000,,,1,1,733,3.217,2001,116,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-428-Irving-TX-75039-382872484,20393264,N,32.86558,-96.93816
401 W 11th Street,Irving,TX,75060,Single Family,Active,,7/27/2023 9:15:00 AM,374990,,,3,2,1664,0.238,1950,117,,,https://www.xome.com/homes-for-sale/401-W-11th-Street-Irving-TX-75060-382828433,20386030,N,32.80304,-96.95089
718 Collins Drive,Irving,TX,75060,Single Family,Active,,7/24/2023 9:45:00 AM,380000,,,3,2,1604,0.234,1955,120,,,https://www.xome.com/homes-for-sale/718-Collins-Drive-Irving-TX-75060-382727143,20389150,N,32.80696,-96.96745
513 Balboa Street,Irving,TX,75062,Single Family,Active,,7/19/2023 10:17:00 AM,645000,,,4,3,3235,0.32,1977,125,,,https://www.xome.com/homes-for-sale/513-Balboa-Street-Irving-TX-75062-382594737,20384466,N,32.85395,-96.93582
2510 Cartwright Street,Irving,TX,75062,Single Family,Active,,7/15/2023 9:12:00 AM,329000,,,4,2,1813,0.169,1961,129,,,https://www.xome.com/homes-for-sale/2510-Cartwright-Street-Irving-TX-75062-382499513,20382290,N,32.84822,-96.97845
1113 Oakland Drive,Irving,TX,75060,Land,Active,,7/13/2023 7:11:00 PM,249999,,,,,,1.187,,130,,,https://www.xome.com/landlots-for-sale/1113-Oakland-Drive-Irving-TX-75060-382447808,20381014,N,32.8031,-96.95724
2412 Northlake Court,Irving,TX,75038,Townhouse,Active,,7/11/2023 6:12:00 AM,260000,,,2,3,1176,0.071,1983,133,,,https://www.xome.com/homes-for-sale/2412-Northlake-Court-Irving-TX-75038-382336078,20377954,N,32.86502,-96.98009
500 Lilly Court,Irving,TX,75063,Single Family,Active,,7/1/2023 12:49:00 PM,529900,,,4,3,2599,0.24,1994,142,,,https://www.xome.com/homes-for-sale/500-Lilly-Court-Irving-TX-75063-382105552,20370973,N,32.94773,-96.95199
3614 University Park Lane,Irving,TX,75062,Single Family,Active,,6/30/2023 1:49:00 PM,749000,,,3,3,3150,0.1722,2000,143,,,https://www.xome.com/homes-for-sale/3614-University-Park-Lane-Irving-TX-75062-382078686,20367076,N,32.85046,-96.93034
550 Rockingham Drive,Irving,TX,75063,Townhouse,Active,,6/24/2023 7:03:00 AM,525000,,,3,3,2634,0.061,2006,150,,,https://www.xome.com/homes-for-sale/550-Rockingham-Drive-Irving-TX-75063-381906538,20358229,N,32.91771,-96.95284
4535 N O Connor Road Unit 1214,Irving,TX,75062,Condo,Active,,6/23/2023 2:19:00 PM,220000,,,2,3,1167,17.1529,1975,150,,,https://www.xome.com/homes-for-sale/4535-N-O-Connor-Road-Unit-1214-Irving-TX-75062-381890680,20357310,N,32.86006,-96.95205
3913 Acapulco Street,Irving,TX,75062,Single Family,Active,,6/23/2023 1:04:00 PM,650000,,,4,5,3919,0.294,1976,150,,,https://www.xome.com/homes-for-sale/3913-Acapulco-Street-Irving-TX-75062-381885585,20363446,N,32.85491,-96.94096
3140 Kathy Lane,Irving,TX,75060,Single Family,Active,,6/22/2023 10:49:00 AM,305000,,,3,2,1536,0.164,1965,152,,,https://www.xome.com/homes-for-sale/3140-Kathy-Lane-Irving-TX-75060-381836107,20362934,N,32.81139,-96.98866
2110 Hogan Drive,Irving,TX,75038,Single Family,Active,,6/21/2023 9:04:00 AM,1200000,,,4,6,4630,0.187,2007,153,,,https://www.xome.com/homes-for-sale/2110-Hogan-Drive-Irving-TX-75038-381795088,20359249,N,32.86358,-96.97393
330 Las Colinas Boulevard Unit 424,Irving,TX,75039,Condo,Active,,6/18/2023 11:22:00 AM,299900,,,2,1,1001,3.217,2001,156,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-424-Irving-TX-75039-381721351,20359110,N,32.86558,-96.93816
672 Arbol Unit 21,Irving,TX,75039,Condo,Active,,6/7/2023 7:41:00 AM,439900,,,3,4,2096,7.995,2012,167,,,https://www.xome.com/homes-for-sale/672-Arbol-Unit-21-Irving-TX-75039-381356340,20348425,N,32.90321,-96.93562
823 S Delaware Street,Irving,TX,75060,Single Family,Active,,6/7/2023 7:11:00 AM,415000,,,3,3,2569,0.389,1961,167,,,https://www.xome.com/homes-for-sale/823-S-Delaware-Street-Irving-TX-75060-381356324,20336863,N,32.80568,-96.94398
1003 Hilltop Drive,Irving,TX,75060,Land,Active,,6/2/2023 7:10:00 AM,658900,,,,,,0.353,,172,,,https://www.xome.com/landlots-for-sale/1003-Hilltop-Drive-Irving-TX-75060-381171184,20343047,N,32.80408,-96.95396
1108 N Britain Road,Irving,TX,75061,Single Family,Active,,5/31/2023 9:26:00 AM,444900,,,4,2,1770,,2023,174,,,https://www.xome.com/homes-for-sale/1108-N-Britain-Road-Irving-TX-75061-381089610,20342488,N,32.82513,-96.94234
330 Las Colinas Boulevard Unit 1210,Irving,TX,75039,Condo,Active,,5/25/2023 3:55:00 PM,300000,,,1,1,984,3.217,2001,179,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-1210-Irving-TX-75039-380954131,20338114,N,32.86558,-96.93816
1131 Christopher Court,Irving,TX,75060,Single Family,Active,,5/23/2023 12:40:00 PM,440000,,,3,3,2740,0.159,1998,181,,,https://www.xome.com/homes-for-sale/1131-Christopher-Court-Irving-TX-75060-380877895,20336469,N,32.80267,-96.96798
1844 Piedmont Street,Irving,TX,75061,Single Family,Active,,5/8/2023 5:34:00 PM,420000,,,6,2,1276,,1953,196,,,https://www.xome.com/homes-for-sale/1844-Piedmont-Street-Irving-TX-75061-380445237,20323665,N,32.81889,-96.97139
7904 Ashwood Lane,Irving,TX,75063,Single Family,Active,,5/5/2023 1:04:00 PM,1099000,,,4,4,2841,0.195,2023,199,,,https://www.xome.com/homes-for-sale/7904-Ashwood-Lane-Irving-TX-75063-380382541,20321415,N,32.91417,-96.94626
1011 S Britain Road,Irving,TX,75060,Single Family,Active,,4/28/2023 8:34:00 PM,525000,,,3,2,1264,0.29,1950,206,,,https://www.xome.com/homes-for-sale/1011-S-Britain-Road-Irving-TX-75060-379863818,20315854,N,32.80444,-96.94267
412 Abraham Court,Irving,TX,75060,Single Family,Active,,4/28/2023 4:35:00 PM,3500000,,,3,3,2456,39.12,1982,206,,,https://www.xome.com/homes-for-sale/412-Abraham-Court-Irving-TX-75060-379859533,20313920,N,32.78889,-96.94204
2010 Canterbury Street,Irving,TX,75062,Single Family,Active,,4/6/2023 4:58:00 AM,350000,,,4,2,1790,0.177,1958,229,,,https://www.xome.com/homes-for-sale/2010-Canterbury-Street-Irving-TX-75062-379241019,20296836,N,32.85337,-96.97253
1421 Cottonwood Valley Court,Irving,TX,75038,Land,Active,,4/2/2023 6:13:00 AM,950000,,,,,,0.36,,233,,,https://www.xome.com/landlots-for-sale/1421-Cottonwood-Valley-Court-Irving-TX-75038-379143374,20292787,N,32.86467,-96.96201
1900 W Hunter Ferrell Road,Irving,TX,75060,Land,Active,,3/3/2023 10:57:00 AM,3200000,,,,,,28.298,,263,,,https://www.xome.com/landlots-for-sale/1900-W-Hunter-Ferrell-Road-Irving-TX-75060-378364536,20270821,N,32.78088,-96.97918
2350 Perdue Avenue,Irving,TX,75062,Single Family,Active,,2/11/2023 4:15:00 AM,984875,,,5,4,3844,0.126,2023,283,,,https://www.xome.com/homes-for-sale/2350-Perdue-Avenue-Irving-TX-75062-377779084,20256674,N,32.83975,-96.91764
1110 Hilltop Drive,Irving,TX,75060,Land,Active,,1/11/2023 11:39:00 AM,595000,,,,,,1.45,,314,,,https://www.xome.com/landlots-for-sale/1110-Hilltop-Drive-Irving-TX-75060-376698724,20236391,N,32.80206,-96.95341
2346 Perdue Avenue,Irving,TX,75062,Single Family,Active,,12/3/2022 10:50:00 AM,849033,,,5,4,3253,0.126,2023,353,,,https://www.xome.com/homes-for-sale/2346-Perdue-Avenue-Irving-TX-75062-375648298,20216937,N,32.83962,-96.91764
801 Singleton Boulevard,Irving,TX,75060,Land,Active,,11/7/2022 2:38:00 PM,569900,,,,,,1.874,,378,,,https://www.xome.com/landlots-for-sale/801-Singleton-Boulevard-Irving-TX-75060-374928277,20202180,N,32.80516,-96.92347
