Address,City,State,Zip,Property Type,Status,Extended Status,Listing Date,Listing Price,Sold Date,Sold Price,Beds,Baths,Square Ft,Lot Size,Year Built,Days on Site,Next Open House Start Time,Next Open House End Time,URL,MLS#,Favorite,Latitude,Longitude 
2200 E Trinity Mills Road Unit 414,Carrollton,TX,75006,Condo,Active,,10/6/2023 7:05:00 AM,215000,,,2,2,895,5.199,1980,46,,,https://www.xome.com/homes-for-sale/2200-E-Trinity-Mills-Road-Unit-414-Carrollton-TX-75006-385122788,20447947,N,32.98405,-96.87943
1300 Black Oak Drive,Carrollton,TX,75007,Single Family,Active,,10/5/2023 3:48:00 PM,575000,,,4,3,2260,0.23,1986,46,,,https://www.xome.com/homes-for-sale/1300-Black-Oak-Drive-Carrollton-TX-75007-385064220,20444094,N,33.0205,-96.90627
4425 La Roche Avenue,Carrollton,TX,75010,Single Family,Active,Contingent,10/5/2023 3:20:00 PM,799999,,,4,3,3025,0.138,2018,46,,,https://www.xome.com/homes-for-sale/4425-La-Roche-Avenue-Carrollton-TX-75010-385062699,20447394,N,33.03181,-96.91699
2815 Lakeside Lane,Carrollton,TX,75006,Single Family,Active,,10/5/2023 2:34:00 PM,425000,,,4,2,2026,0.241,1970,46,,,https://www.xome.com/homes-for-sale/2815-Lakeside-Lane-Carrollton-TX-75006-385061009,20429067,N,32.95987,-96.85583
3304 Sam Rayburn Run,Carrollton,TX,75007,Single Family,Active,,10/4/2023 5:55:00 AM,370000,,,4,2,2122,0.164,1978,48,,,https://www.xome.com/homes-for-sale/3304-Sam-Rayburn-Run-Carrollton-TX-75007-384986040,20444236,N,33.0055,-96.86666
1813 Day Drive,Carrollton,TX,75010,Single Family,Active,Contingent,10/1/2023 10:35:00 AM,429000,,,4,2,2141,0.188,1997,51,,,https://www.xome.com/homes-for-sale/1813-Day-Drive-Carrollton-TX-75010-384893004,20444222,N,33.0218,-96.9403
2002 Verlaine Drive,Carrollton,TX,75007,Single Family,Active,,9/29/2023 10:52:00 PM,305000,,,2,2,1381,0.106,1983,52,,,https://www.xome.com/homes-for-sale/2002-Verlaine-Drive-Carrollton-TX-75007-384874296,20443698,N,33.01474,-96.87255
2401 Brooke Court,Carrollton,TX,75006,Single Family,Active,,9/29/2023 1:22:00 PM,383499,,,3,3,1620,0.122,1985,52,,,https://www.xome.com/homes-for-sale/2401-Brooke-Court-Carrollton-TX-75006-384860540,20442823,N,32.97247,-96.87098
1509 McCoy Place,Carrollton,TX,75006,Single Family,Active,,9/29/2023 11:20:00 AM,437500,,,4,2,2162,0.231,1978,53,,,https://www.xome.com/homes-for-sale/1509-McCoy-Place-Carrollton-TX-75006-384854635,20442370,N,32.98334,-96.8986
1515 Cecil Court,Carrollton,TX,75006,Single Family,Active,,9/29/2023 2:49:00 AM,365000,,,4,2,1638,0.212,1971,53,,,https://www.xome.com/homes-for-sale/1515-Cecil-Court-Carrollton-TX-75006-384840726,20442873,N,32.96049,-96.9
2304 McCoy Court,Carrollton,TX,75006,Single Family,Active,,9/28/2023 2:05:00 PM,429900,,,3,3,2277,0.31,1975,53,,,https://www.xome.com/homes-for-sale/2304-McCoy-Court-Carrollton-TX-75006-384824423,20435848,N,32.97825,-96.89673
2406 Manchester Drive,Carrollton,TX,75006,Single Family,Active,,9/28/2023 12:20:00 PM,675000,,,4,3,3562,0.164,1994,53,,,https://www.xome.com/homes-for-sale/2406-Manchester-Drive-Carrollton-TX-75006-384817994,20442266,N,32.97538,-96.85996
4149 Cobblestone Drive,Carrollton,TX,75007,Townhouse,Active,,9/28/2023 11:05:00 AM,431500,,,3,3,1700,0.062,2005,54,,,https://www.xome.com/homes-for-sale/4149-Cobblestone-Drive-Carrollton-TX-75007-384814515,20438960,N,33.02345,-96.89095
2806 Sausalito Drive,Carrollton,TX,75007,Single Family,Active,,9/28/2023 10:50:00 AM,550000,,,6,3,3100,0.212,1983,54,,,https://www.xome.com/homes-for-sale/2806-Sausalito-Drive-Carrollton-TX-75007-384813894,20440000,N,32.99246,-96.89286
2832 Prescott Drive,Carrollton,TX,75006,Single Family,Active,,9/28/2023 10:50:00 AM,328000,,,2,2,1829,0.102,1979,54,,,https://www.xome.com/homes-for-sale/2832-Prescott-Drive-Carrollton-TX-75006-384813892,20438059,N,32.96809,-96.85674
2218 Placid Drive,Carrollton,TX,75007,Single Family,Active,,9/28/2023 6:35:00 AM,339900,,,3,2,1584,0.126,1978,54,,,https://www.xome.com/homes-for-sale/2218-Placid-Drive-Carrollton-TX-75007-384802022,20440807,N,32.98883,-96.87782
4001 Saint Johns Circle,Carrollton,TX,75010,Single Family,Active,,9/25/2023 12:05:00 PM,1349000,,,5,6,4547,,2007,56,,,https://www.xome.com/homes-for-sale/4001-Saint-Johns-Circle-Carrollton-TX-75010-384709779,20418247,N,33.04098,-96.85465
2416 Misty Lane,Carrollton,TX,75006,Single Family,Active,,9/25/2023 6:20:00 AM,339900,,,4,2,1630,0.166,1965,57,,,https://www.xome.com/homes-for-sale/2416-Misty-Lane-Carrollton-TX-75006-384699533,20437535,N,32.95123,-96.87355
2540 Belmeade Drive,Carrollton,TX,75006,Single Family,Active,,9/23/2023 8:04:00 AM,475000,,,3,2,2024,0.196,1984,59,,,https://www.xome.com/homes-for-sale/2540-Belmeade-Drive-Carrollton-TX-75006-384679913,20437931,N,32.98016,-96.86578
1823 Dew Valley Drive,Carrollton,TX,75010,Single Family,Active,Contingent,9/22/2023 10:20:00 AM,389700,,,3,2,1530,0.164,1988,60,,,https://www.xome.com/homes-for-sale/1823-Dew-Valley-Drive-Carrollton-TX-75010-384653016,20426387,N,33.03982,-96.8846
1548 Pawnee Trail,Carrollton,TX,75007,Single Family,Active,,9/22/2023 10:05:00 AM,925000,,,4,5,4635,0.249,2000,60,,,https://www.xome.com/homes-for-sale/1548-Pawnee-Trail-Carrollton-TX-75007-384652200,20433298,N,33.01225,-96.92989
4704 Ericksen Drive,Carrollton,TX,75010,Single Family,Active,,9/21/2023 12:20:00 PM,489000,,,4,3,2159,0.1148,2002,60,11/21/2023 8:00:00 AM,11/21/2023 7:30:00 PM,https://www.xome.com/homes-for-sale/4704-Ericksen-Drive-Carrollton-TX-75010-384616844,20436980,N,33.04127,-96.88551
1408 Tierra Calle,Carrollton,TX,75006,Single Family,Active,,9/21/2023 10:20:00 AM,419900,,,4,3,2325,0.239,1974,61,,,https://www.xome.com/homes-for-sale/1408-Tierra-Calle-Carrollton-TX-75006-384611550,20435627,N,32.97783,-96.90385
3602 Canyon Oaks Drive,Carrollton,TX,75007,Single Family,Active,,9/21/2023 6:35:00 AM,645000,,,5,4,4228,0.164,1995,61,,,https://www.xome.com/homes-for-sale/3602-Canyon-Oaks-Drive-Carrollton-TX-75007-384603107,20432823,N,33.00796,-96.91061
4213 Wild Plum Drive,Carrollton,TX,75010,Single Family,Active,,9/15/2023 2:33:00 PM,450000,,,4,2,2040,0.161,1987,66,,,https://www.xome.com/homes-for-sale/4213-Wild-Plum-Drive-Carrollton-TX-75010-384466895,20424392,N,33.02498,-96.90952
2234 Belvedere,Carrollton,TX,75006,Single Family,Active,,9/15/2023 7:32:00 AM,425000,,,4,3,2468,0.198,1980,67,,,https://www.xome.com/homes-for-sale/2234-Belvedere-Carrollton-TX-75006-384443659,20432204,N,32.97755,-96.87415
1805 Branch Trail,Carrollton,TX,75007,Townhouse,Active,,9/14/2023 5:32:00 AM,410000,,,4,3,1822,0.063,2004,68,,,https://www.xome.com/homes-for-sale/1805-Branch-Trail-Carrollton-TX-75007-384408032,20419873,N,33.02232,-96.89007
1815 Gravley Drive,Carrollton,TX,75006,Land,Active,,9/11/2023 3:49:00 PM,180000,,,,,,0.212,,70,,,https://www.xome.com/landlots-for-sale/1815-Gravley-Drive-Carrollton-TX-75006-384328275,20428775,N,32.96103,-96.89411
1210 Dentonshire Drive,Carrollton,TX,75007,Single Family,Active,Contingent,9/8/2023 11:50:00 AM,549900,,,4,4,3475,0.212,1985,74,,,https://www.xome.com/homes-for-sale/1210-Dentonshire-Drive-Carrollton-TX-75007-384263053,20424332,N,32.98983,-96.91797
3621 Luallen Drive,Carrollton,TX,75007,Single Family,Active,,9/7/2023 8:51:00 AM,445000,,,4,2,1937,0.193,1983,75,,,https://www.xome.com/homes-for-sale/3621-Luallen-Drive-Carrollton-TX-75007-384203255,20418906,N,33.0099,-96.90051
2905 Country Place Circle,Carrollton,TX,75006,Townhouse,Active,,9/5/2023 12:02:00 PM,335000,,,4,3,2040,0.083,1972,76,,,https://www.xome.com/homes-for-sale/2905-Country-Place-Circle-Carrollton-TX-75006-384124597,20424042,N,32.96098,-96.85596
2553 Mallard Lane,Carrollton,TX,75006,Townhouse,Active,,9/2/2023 2:42:00 AM,344900,,,2,3,1622,0.069,1983,80,,,https://www.xome.com/homes-for-sale/2553-Mallard-Lane-Carrollton-TX-75006-384059699,20421004,N,32.98309,-96.85579
4148 Woodland Trail,Carrollton,TX,75007,Townhouse,Active,,8/30/2023 1:55:00 PM,399900,,,3,3,1700,0.108,2005,82,,,https://www.xome.com/homes-for-sale/4148-Woodland-Trail-Carrollton-TX-75007-384006568,20419963,N,33.02328,-96.88736
2414 Via Del Oro,Carrollton,TX,75006,Single Family,Active,,8/29/2023 1:16:00 PM,479900,,,4,3,2520,0.207,1973,83,,,https://www.xome.com/homes-for-sale/2414-Via-Del-Oro-Carrollton-TX-75006-383971474,20419172,N,32.96915,-96.87498
1828 Pleasant Run Road,Carrollton,TX,75006,Single Family,Active,,8/27/2023 8:02:00 PM,315000,,,4,2,1232,0.171,1962,85,,,https://www.xome.com/homes-for-sale/1828-Pleasant-Run-Road-Carrollton-TX-75006-383928489,20417339,N,32.94385,-96.89173
2507 Hightrail Drive,Carrollton,TX,75006,Single Family,Active,,8/27/2023 12:47:00 PM,430000,,,3,2,1574,0.201,1969,85,,,https://www.xome.com/homes-for-sale/2507-Hightrail-Drive-Carrollton-TX-75006-383925365,20417507,N,32.98207,-96.8886
3828 Westminster Drive,Carrollton,TX,75007,Single Family,Active,,8/25/2023 11:34:00 AM,450000,,,4,2,2216,0.188,1977,88,,,https://www.xome.com/homes-for-sale/3828-Westminster-Drive-Carrollton-TX-75007-383888280,20416458,N,33.01551,-96.89011
2111 Holly Hill Lane,Carrollton,TX,75007,Single Family,Active,,8/18/2023 10:18:00 AM,385000,,,3,3,1822,0.091,1983,95,,,https://www.xome.com/homes-for-sale/2111-Holly-Hill-Lane-Carrollton-TX-75007-383673062,20410874,N,33.01451,-96.86904
2510 Canterbury Drive,Carrollton,TX,75006,Single Family,Active,,8/17/2023 6:47:00 AM,499900,,,4,3,2269,0.23,1972,96,,,https://www.xome.com/homes-for-sale/2510-Canterbury-Drive-Carrollton-TX-75006-383508868,20408896,N,32.98369,-96.89296
3811 Maywood Drive,Carrollton,TX,75007,Single Family,Active,,8/3/2023 4:07:00 AM,559500,,,3,4,2773,0.276,1992,110,,,https://www.xome.com/homes-for-sale/3811-Maywood-Drive-Carrollton-TX-75007-383023646,20397150,N,33.01635,-96.85582
4449 Tall Knight Lane,Carrollton,TX,75010,Single Family,Active,,7/22/2023 8:00:00 PM,684500,,,3,3,2242,0.1591,2019,121,,,https://www.xome.com/homes-for-sale/4449-Tall-Knight-Lane-Carrollton-TX-75010-382709945,20380870,N,33.03197,-96.91797
3117 Glenmere Court,Carrollton,TX,75007,Single Family,Active,,7/21/2023 9:30:00 AM,565000,,,4,4,3008,0.173,1991,123,,,https://www.xome.com/homes-for-sale/3117-Glenmere-Court-Carrollton-TX-75007-382672011,20387320,N,32.9996,-96.91851
2817 Lakeside Lane,Carrollton,TX,75006,Single Family,Active,,7/16/2023 8:13:00 AM,550000,,,4,2,2892,0.226,1977,128,,,https://www.xome.com/homes-for-sale/2817-Lakeside-Lane-Carrollton-TX-75006-382512214,20376689,N,32.96027,-96.85605
2033 Le Mans Drive,Carrollton,TX,75006,Single Family,Active,,7/14/2023 10:56:00 AM,800000,,,5,5,3579,0.261,1993,130,,,https://www.xome.com/homes-for-sale/2033-Le-Mans-Drive-Carrollton-TX-75006-382470282,20361438,N,32.96819,-96.88626
2828 Elk Grove Road,Carrollton,TX,75007,Single Family,Active,,6/29/2023 9:49:00 AM,370000,,,4,2,1448,0.196,1973,145,,,https://www.xome.com/homes-for-sale/2828-Elk-Grove-Road-Carrollton-TX-75007-382026622,20356080,N,32.99007,-96.8847
2015 Statler Drive,Carrollton,TX,75007,Single Family,Active,,6/26/2023 12:34:00 PM,425000,,,4,2,1616,0.212,1973,147,,,https://www.xome.com/homes-for-sale/2015-Statler-Drive-Carrollton-TX-75007-381933699,20365760,N,32.99208,-96.886
2117 Greenview Drive,Carrollton,TX,75010,Single Family,Active,,6/12/2023 10:26:00 AM,379000,,,3,2,1471,0.117,1985,162,,,https://www.xome.com/homes-for-sale/2117-Greenview-Drive-Carrollton-TX-75010-381522952,20353648,N,33.03241,-96.87321
2153 Balcones Drive,Carrollton,TX,75010,Single Family,Active,,6/11/2023 12:26:00 PM,850000,,,4,5,3462,0.148,2017,162,,,https://www.xome.com/homes-for-sale/2153-Balcones-Drive-Carrollton-TX-75010-381508565,20350169,N,33.04843,-96.86936
1527 Ginger Drive,Carrollton,TX,75007,Single Family,Active,,6/10/2023 5:11:00 PM,500000,,,3,2,1733,0.206,1984,163,,,https://www.xome.com/homes-for-sale/1527-Ginger-Drive-Carrollton-TX-75007-381502379,20352930,N,33.01546,-96.90102
4015 Randall Lane,Carrollton,TX,75007,Single Family,Active,,6/1/2023 1:26:00 PM,449991,,,4,2,2204,0.161,1998,172,,,https://www.xome.com/homes-for-sale/4015-Randall-Lane-Carrollton-TX-75007-381145601,20342269,N,33.02095,-96.91009
1222 Sycamore Drive,Carrollton,TX,75007,Single Family,Active,,5/29/2023 8:42:00 PM,550000,,,4,3,2642,0.226,1984,175,11/26/2023 2:00:00 PM,11/26/2023 5:00:00 PM,https://www.xome.com/homes-for-sale/1222-Sycamore-Drive-Carrollton-TX-75007-381041435,20315737,N,32.99525,-96.91913
4681 Maverick Way,Carrollton,TX,75010,Single Family,Active,,4/28/2023 4:35:00 PM,1175000,,,5,5,4450,0.36,2013,206,,,https://www.xome.com/homes-for-sale/4681-Maverick-Way-Carrollton-TX-75010-379859530,20306927,N,33.03873,-96.86755
1100 W Trinity Mills Road Unit 2017,Carrollton,TX,75006,Condo,Active,,10/29/2022 4:19:00 PM,355000,,,3,2,1300,3.933,2012,387,,,https://www.xome.com/homes-for-sale/1100-W-Trinity-Mills-Road-Unit-2017-Carrollton-TX-75006-374637001,20196898,N,32.98409,-96.91338
