Address,City,State,Zip,Property Type,Status,Extended Status,Listing Date,Listing Price,Sold Date,Sold Price,Beds,Baths,Square Ft,Lot Size,Year Built,Days on Site,Next Open House Start Time,Next Open House End Time,URL,MLS#,Favorite,Latitude,Longitude 
1804 N Nursery Road,Irving,TX,75061,Single Family,Active,,1/4/2024 4:46:00 PM,649999,,,4,4,4010,0.178,2023,25,,,https://www.xome.com/homes-for-sale/1804-N-Nursery-Road-Irving-TX-75061-387884890,20505002,N,32.83284,-96.93517
3332 University Park Lane,Irving,TX,75062,Single Family,Active,,1/4/2024 7:43:00 AM,699000,,,3,4,2903,0.115,2007,26,,,https://www.xome.com/homes-for-sale/3332-University-Park-Lane-Irving-TX-75062-387867681,20504549,N,32.85051,-96.93355
3038 Lela Street,Irving,TX,75061,Single Family,Active,,1/3/2024 8:11:00 PM,389000,,,4,2,1669,0.189,1988,26,,,https://www.xome.com/homes-for-sale/3038-Lela-Street-Irving-TX-75061-387858841,20504038,N,32.82057,-96.98774
3913 Cody Court,Irving,TX,75062,Single Family,Active,,1/2/2024 10:03:00 PM,297000,,,3,2,1586,0.188,1966,27,,,https://www.xome.com/homes-for-sale/3913-Cody-Court-Irving-TX-75062-387827080,20503720,N,32.84942,-97.00512
6631 Via Positano Unit 403,Irving,TX,75039,Condo,Active,,1/2/2024 5:02:00 PM,470000,,,3,3,2580,15.225,2007,27,,,https://www.xome.com/homes-for-sale/6631-Via-Positano-Unit-403-Irving-TX-75039-387818281,20501166,N,32.89926,-96.95592
8509 Rugby Drive,Irving,TX,75063,Single Family,Active,,12/28/2023 6:21:00 PM,749000,,,5,4,3683,0.119,2002,32,,,https://www.xome.com/homes-for-sale/8509-Rugby-Drive-Irving-TX-75063-387754878,20498499,N,32.92299,-96.96409
1824 W 11th Street,Irving,TX,75060,Single Family,Active,,12/26/2023 1:02:00 PM,380000,,,4,3,1825,0.138,1966,34,,,https://www.xome.com/homes-for-sale/1824-W-11th-Street-Irving-TX-75060-387576026,20500105,N,32.80478,-96.96946
1018 Alexander Street,Irving,TX,75061,Single Family,Active,,12/23/2023 2:13:00 PM,345000,,,3,2,1392,0.211,2003,37,,,https://www.xome.com/homes-for-sale/1018-Alexander-Street-Irving-TX-75061-387564153,20497426,N,32.82488,-96.94378
308 Christie Court,Irving,TX,75060,Duplex,Active,Contingent,12/22/2023 10:54:00 PM,499000,,,6,4,2660,0.3446,1978,38,,,https://www.xome.com/multifamily-for-sale/308-Christie-Court-Irving-TX-75060-387559610,20499599,N,32.8122,-96.99115
4539 N O Connor Road Unit 1235,Irving,TX,75062,Condo,Active,,12/22/2023 9:11:00 AM,205000,,,2,2,1167,17.153,1975,39,,,https://www.xome.com/homes-for-sale/4539-N-O-Connor-Road-Unit-1235-Irving-TX-75062-387548078,20498242,N,32.86056,-96.95174
3335 Kendall Lane,Irving,TX,75062,Single Family,Active,Contingent,12/21/2023 5:03:00 PM,649999,,,3,3,2795,0.126,2001,39,,,https://www.xome.com/homes-for-sale/3335-Kendall-Lane-Irving-TX-75062-387532234,20499120,N,32.85,-96.93233
619 Senda,Irving,TX,75039,Condo,Active,,12/21/2023 7:53:00 AM,415000,,,3,4,2107,7.995,2009,40,,,https://www.xome.com/homes-for-sale/619-Senda-Irving-TX-75039-387516380,20481005,N,32.9024,-96.93584
4335 Al Razi Street,Irving,TX,75062,Single Family,Active,,12/19/2023 1:10:00 PM,899000,,,7,4,4166,0.142,2022,41,,,https://www.xome.com/homes-for-sale/4335-Al-Razi-Street-Irving-TX-75062-387432833,20496068,N,32.84758,-97.01054
310 N O' Connor Ridge Boulevard Unit 24,Irving,TX,75038,Condo,Active,,12/18/2023 10:12:00 PM,1595000,,,3,3,2729,,2023,42,,,https://www.xome.com/homes-for-sale/310-N-O-Connor-Ridge-Boulevard-Unit-24-Irving-TX-75038-387422919,20497210,N,32.86559,-96.95372
310 N O' Connor Ridge Boulevard Unit 11,Irving,TX,75038,Condo,Active,,12/18/2023 9:26:00 PM,1675000,,,3,3,2758,,2023,42,,,https://www.xome.com/homes-for-sale/310-N-O-Connor-Ridge-Boulevard-Unit-11-Irving-TX-75038-387422453,20495397,N,32.86559,-96.95372
910 Ash Street,Irving,TX,75060,Single Family,Active,,12/17/2023 4:00:00 PM,479000,,,3,4,3012,0.269,1950,43,,,https://www.xome.com/homes-for-sale/910-Ash-Street-Irving-TX-75060-387401995,20490422,N,32.80514,-96.94102
4269 Madera Road Unit 2,Irving,TX,75038,Condo,Active,,12/15/2023 12:13:00 PM,245000,,,2,2,1034,25.759,1981,45,,,https://www.xome.com/homes-for-sale/4269-Madera-Road-Unit-2-Irving-TX-75038-387370785,20495810,N,32.86245,-96.98241
1815 E Grauwyler Road Unit 149,Irving,TX,75061,Condo,Active,,12/15/2023 12:13:00 PM,155000,,,2,2,1084,,1970,45,,,https://www.xome.com/homes-for-sale/1815-E-Grauwyler-Road-Unit-149-Irving-TX-75061-387370784,20495793,N,32.83264,-96.92157
550 Rockingham Drive,Irving,TX,75063,Townhouse,Active,,12/15/2023 9:18:00 AM,525000,,,3,3,2634,0.061,2006,46,,,https://www.xome.com/homes-for-sale/550-Rockingham-Drive-Irving-TX-75063-387366324,20495597,N,32.91771,-96.95284
310 N O' Connor Ridge Boulevard Unit 25,Irving,TX,75038,Condo,Active,,12/14/2023 10:30:00 PM,1690000,,,3,3,2758,,2023,46,,,https://www.xome.com/homes-for-sale/310-N-O-Connor-Ridge-Boulevard-Unit-25-Irving-TX-75038-387359407,20495080,N,32.86559,-96.95372
302 San Mateo Court,Irving,TX,75062,Single Family,Active,,12/14/2023 5:53:00 PM,750000,,,4,4,3733,0.304,1967,46,,,https://www.xome.com/homes-for-sale/302-San-Mateo-Court-Irving-TX-75062-387355100,20492629,N,32.85031,-96.94153
7219 Sugar Maple Drive,Irving,TX,75063,Single Family,Active,Contingent,12/14/2023 2:24:00 PM,699000,,,3,3,3124,0.195,2003,46,,,https://www.xome.com/homes-for-sale/7219-Sugar-Maple-Drive-Irving-TX-75063-387349438,20492612,N,32.90552,-96.9643
1918 Southstone Lane,Irving,TX,75060,Single Family,Active,,12/14/2023 1:07:00 PM,355000,,,3,2,1710,0.165,1968,46,,,https://www.xome.com/homes-for-sale/1918-Southstone-Lane-Irving-TX-75060-387347310,20495050,N,32.79041,-96.97241
2931 Lawrence Street,Irving,TX,75061,Single Family,Active,,12/13/2023 1:35:00 PM,354999,,,4,2,2440,0.385,1961,47,,,https://www.xome.com/homes-for-sale/2931-Lawrence-Street-Irving-TX-75061-387323645,20494482,N,32.82563,-96.98587
1615 John Smith Drive,Irving,TX,75061,Single Family,Active,,12/13/2023 9:37:00 AM,330000,,,3,2,2124,0.169,1954,48,,,https://www.xome.com/homes-for-sale/1615-John-Smith-Drive-Irving-TX-75061-387317459,20493545,N,32.83228,-96.97292
410 E 6th,Irving,TX,75060,Single Family,Active,,12/12/2023 1:30:00 PM,499000,,,3,2,2700,0.5,1938,48,,,https://www.xome.com/homes-for-sale/410-E-6th-Irving-TX-75060-387299270,20493771,N,32.80831,-96.94188
2123 Dennis Street,Irving,TX,75062,Single Family,Active,,12/12/2023 10:40:00 AM,285000,,,3,1,1501,0.161,1957,49,,,https://www.xome.com/homes-for-sale/2123-Dennis-Street-Irving-TX-75062-387294632,20493547,N,32.85035,-96.97334
3614 University Park Lane,Irving,TX,75062,Single Family,Active,,12/11/2023 9:14:00 AM,745000,,,4,3,3150,0.174,2000,50,,,https://www.xome.com/homes-for-sale/3614-University-Park-Lane-Irving-TX-75062-387268668,20492628,N,32.85046,-96.93034
600 La Vida Court,Irving,TX,75062,Single Family,Active,,12/9/2023 11:36:00 PM,569900,,,3,3,2559,0.348,1978,51,,,https://www.xome.com/homes-for-sale/600-La-Vida-Court-Irving-TX-75062-387256905,20492266,N,32.84863,-96.93695
461 Moonlight Way,Irving,TX,75063,Single Family,Active,,12/8/2023 7:19:00 PM,490000,,,3,3,2152,0.106,1990,52,,,https://www.xome.com/homes-for-sale/461-Moonlight-Way-Irving-TX-75063-387233502,20491551,N,32.93769,-96.95023
7236 Sugar Maple Drive,Irving,TX,75063,Single Family,Active,Contingent,12/7/2023 1:22:00 PM,830000,,,4,4,3921,0.209,2003,53,,,https://www.xome.com/homes-for-sale/7236-Sugar-Maple-Drive-Irving-TX-75063-387194954,20308608,N,32.90648,-96.96484
3313 Dartmouth Drive,Irving,TX,75062,Single Family,Active,,12/5/2023 12:29:00 PM,319999,,,3,2,1709,0.201,1957,55,,,https://www.xome.com/homes-for-sale/3313-Dartmouth-Drive-Irving-TX-75062-386999896,20485035,N,32.84871,-96.94794
223 W 5th Street,Irving,TX,75060,Apartment,Active,,12/4/2023 12:38:00 PM,1664000,,,,,10400,0.333,1955,56,,,https://www.xome.com/multifamily-for-sale/223-W-5th-Street-Irving-TX-75060-386977155,20487672,N,32.80987,-96.94836
10102 Green Court,Irving,TX,75063,Single Family,Active,,12/4/2023 12:14:00 PM,505000,,,4,2,2319,0.182,1994,56,,,https://www.xome.com/homes-for-sale/10102-Green-Court-Irving-TX-75063-386976778,20486965,N,32.94306,-96.94733
1221 N Britain Road,Irving,TX,75061,Apartment,Active,,12/4/2023 11:38:00 AM,2448000,,,32,18,13234,0.798,1963,57,,,https://www.xome.com/multifamily-for-sale/1221-N-Britain-Road-Irving-TX-75061-386975632,20487663,N,32.82711,-96.94315
1817 Glenwick Lane,Irving,TX,75060,Single Family,Active,,12/2/2023 10:31:00 AM,350000,,,3,2,1702,0.172,1968,59,,,https://www.xome.com/homes-for-sale/1817-Glenwick-Lane-Irving-TX-75060-386947443,20486493,N,32.79156,-96.97383
309 S O Connor Road,Irving,TX,75060,Single Family,Active,,12/1/2023 9:13:00 PM,560000,,,2,1,1860,0.864,1919,59,,,https://www.xome.com/homes-for-sale/309-S-O-Connor-Road-Irving-TX-75060-386933384,20486225,N,32.8115,-96.95019
1817 Cunningham Street,Irving,TX,75062,Single Family,Active,,12/1/2023 1:59:00 PM,328000,,,3,2,1305,0.166,1961,59,,,https://www.xome.com/homes-for-sale/1817-Cunningham-Street-Irving-TX-75062-386915587,20487027,N,32.84578,-96.9693
1533 Bradford Street,Irving,TX,75061,Single Family,Active,,12/1/2023 12:55:00 PM,357400,,,4,2,1404,0.172,1953,59,,,https://www.xome.com/homes-for-sale/1533-Bradford-Street-Irving-TX-75061-386912895,20486214,N,32.83051,-96.97387
330 Las Colinas Boulevard Unit 168,Irving,TX,75039,Condo,Active,,12/1/2023 12:40:00 PM,275000,,,1,1,861,3.217,2001,59,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-168-Irving-TX-75039-386912196,20486807,N,32.86558,-96.93816
2408 Northlake Court,Irving,TX,75038,Townhouse,Active,,12/1/2023 7:54:00 AM,209900,,,2,2,1029,0.056,1983,60,,,https://www.xome.com/homes-for-sale/2408-Northlake-Court-Irving-TX-75038-386896151,20485074,N,32.86502,-96.97991
330 Las Colinas Boulevard Unit 920,Irving,TX,75039,Condo,Active,,11/30/2023 11:16:00 PM,337500,,,1,1,984,3.217,2001,60,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-920-Irving-TX-75039-386889474,20486412,N,32.86558,-96.93816
4523 N O Connor Road Unit 1178,Irving,TX,75062,Condo,Active,,11/30/2023 7:11:00 PM,210000,,,2,3,1167,17.153,1975,60,,,https://www.xome.com/homes-for-sale/4523-N-O-Connor-Road-Unit-1178-Irving-TX-75062-386883215,20483187,N,32.86102,-96.95232
2914 Monticello Drive,Irving,TX,75061,Single Family,Active,,11/29/2023 6:37:00 PM,353400,,,4,3,1440,0.179,1956,61,,,https://www.xome.com/homes-for-sale/2914-Monticello-Drive-Irving-TX-75061-386848680,20484051,N,32.82927,-96.98566
2633 Lasalle Drive,Irving,TX,75062,Single Family,Active,,11/28/2023 6:27:00 AM,314900,,,3,2,1201,0.1944,1960,63,,,https://www.xome.com/homes-for-sale/2633-Lasalle-Drive-Irving-TX-75062-386807572,20483171,N,32.8423,-96.98255
4405 Windsor Ridge Drive,Irving,TX,75038,Single Family,Active,,11/27/2023 7:31:00 AM,2500000,,,6,9,8802,0.264,1990,64,,,https://www.xome.com/homes-for-sale/4405-Windsor-Ridge-Drive-Irving-TX-75038-386785134,20481434,N,32.86721,-96.95656
3339 Garrett Drive,Irving,TX,75062,Single Family,Active,,11/25/2023 11:30:00 PM,729000,,,4,4,3332,0.129,2001,65,,,https://www.xome.com/homes-for-sale/3339-Garrett-Drive-Irving-TX-75062-386777377,20482915,N,32.84958,-96.93143
311 Butternut Way,Irving,TX,75063,Single Family,Active,,11/20/2023 5:43:00 PM,1695000,,,4,5,3402,0.18,2017,70,,,https://www.xome.com/homes-for-sale/311-Butternut-Way-Irving-TX-75063-386701658,20480851,N,32.91635,-96.94761
4159 Nia Drive,Irving,TX,75038,Townhouse,Active,,11/18/2023 7:47:00 AM,430000,,,4,3,1940,0.088,2016,73,,,https://www.xome.com/homes-for-sale/4159-Nia-Drive-Irving-TX-75038-386656251,20477003,N,32.86045,-96.98137
1903 Livingston Road,Irving,TX,75062,Single Family,Active,,11/17/2023 8:08:00 AM,560000,,,3,2,1866,0.219,2019,74,,,https://www.xome.com/homes-for-sale/1903-Livingston-Road-Irving-TX-75062-386627159,20478431,N,32.84396,-96.91973
2730 Stonehaven Court,Irving,TX,75038,Townhouse,Active,,11/16/2023 9:08:00 PM,250000,,,3,3,1325,0.02,1973,74,,,https://www.xome.com/homes-for-sale/2730-Stonehaven-Court-Irving-TX-75038-386615690,20478879,N,32.86656,-96.98165
2847 W Rochelle Road,Irving,TX,75062,Single Family,Active,,11/16/2023 4:05:00 PM,355000,,,3,2,1819,0.1678,1961,74,,,https://www.xome.com/homes-for-sale/2847-W-Rochelle-Road-Irving-TX-75062-386598532,20478455,N,32.84546,-96.98495
1824 Emerald Drive,Irving,TX,75060,Single Family,Active,,11/16/2023 8:47:00 AM,300000,,,3,2,1195,0.18,1971,75,,,https://www.xome.com/homes-for-sale/1824-Emerald-Drive-Irving-TX-75060-386581135,20475702,N,32.79211,-96.97091
514 Huntingdon Court,Irving,TX,75061,Single Family,Active,,11/15/2023 12:43:00 PM,325000,,,3,2,1688,0.183,1958,75,,,https://www.xome.com/homes-for-sale/514-Huntingdon-Court-Irving-TX-75061-386559095,20467024,N,32.82057,-96.97987
820 Bowman Street,Irving,TX,75060,Single Family,Active,,11/13/2023 3:42:00 PM,245999,,,3,1,1655,0.202,1954,77,,,https://www.xome.com/homes-for-sale/820-Bowman-Street-Irving-TX-75060-386496630,20476254,N,32.8049,-96.9659
2330 Perdue Avenue,Irving,TX,75062,Single Family,Active,,11/12/2023 7:09:00 AM,1039134,,,6,5,4070,0.126,2023,79,,,https://www.xome.com/homes-for-sale/2330-Perdue-Avenue-Irving-TX-75062-386422753,20475412,N,32.83907,-96.91766
6631 Via Positano Unit 406,Irving,TX,75039,Condo,Active,,11/10/2023 7:55:00 AM,369999,,,2,3,1859,15.225,2007,81,,,https://www.xome.com/homes-for-sale/6631-Via-Positano-Unit-406-Irving-TX-75039-386380589,20474362,N,32.89926,-96.95592
4109 Colony View Lane,Irving,TX,75061,Single Family,Active,,11/9/2023 3:25:00 PM,419000,,,3,2,1922,0.115,1995,81,,,https://www.xome.com/homes-for-sale/4109-Colony-View-Lane-Irving-TX-75061-386362346,20474055,N,32.8207,-97.00685
621 N Nursery Road,Irving,TX,75061,Duplex,Active,,11/9/2023 6:39:00 AM,849900,,,6,6,3318,0.18,2023,82,,,https://www.xome.com/multifamily-for-sale/621-N-Nursery-Road-Irving-TX-75061-386342040,20464674,N,32.81961,-96.93451
3009 W 11th Street,Irving,TX,75060,Single Family,Active,,11/9/2023 6:24:00 AM,364000,,,3,2,1762,0.248,1961,82,,,https://www.xome.com/homes-for-sale/3009-W-11th-Street-Irving-TX-75060-386341777,20470689,N,32.80502,-96.98714
10412 Stokes Lane,Irving,TX,75063,Single Family,Active,,11/8/2023 5:26:00 PM,699000,,,4,4,3072,0.117,2004,82,,,https://www.xome.com/homes-for-sale/10412-Stokes-Lane-Irving-TX-75063-386330406,20471673,N,32.94638,-96.96056
4515 N O Connor Road Unit 1153,Irving,TX,75062,Condo,Active,,11/8/2023 2:24:00 PM,210000,,,2,2,1167,17.153,1975,82,,,https://www.xome.com/homes-for-sale/4515-N-O-Connor-Road-Unit-1153-Irving-TX-75062-386323476,20471150,N,32.86063,-96.95147
2800 Harvest Lake Drive,Irving,TX,75060,Single Family,Active,,11/8/2023 11:09:00 AM,299900,,,3,2,1331,0.096,1984,83,,,https://www.xome.com/homes-for-sale/2800-Harvest-Lake-Drive-Irving-TX-75060-386316821,20471669,N,32.78422,-96.96212
4129 Portland Street,Irving,TX,75062,Single Family,Active,,11/7/2023 10:39:00 PM,352000,,,4,2,1927,0.1627,1967,83,,,https://www.xome.com/homes-for-sale/4129-Portland-Street-Irving-TX-75062-386302445,20472373,N,32.85082,-97.00732
4215 Madera Road,Irving,TX,75038,Condo,Active,,11/7/2023 12:54:00 PM,250000,,,2,3,1461,,1981,83,,,https://www.xome.com/homes-for-sale/4215-Madera-Road-Irving-TX-75038-386284312,20470663,N,32.86092,-96.98202
2104 Creekside Circle,Irving,TX,75063,Single Family,Active,,11/7/2023 9:55:00 AM,1425000,,,5,4,4235,0.471,1987,84,,,https://www.xome.com/homes-for-sale/2104-Creekside-Circle-Irving-TX-75063-386278869,20469043,N,32.90752,-96.97299
304 Rio Grande Drive,Irving,TX,75039,Single Family,Active,,11/3/2023 2:48:00 PM,840000,,,4,3,3869,0.188,2010,87,,,https://www.xome.com/homes-for-sale/304-Rio-Grande-Drive-Irving-TX-75039-385957380,20466150,N,32.9057,-96.94798
638 Brookstone Drive,Irving,TX,75039,Single Family,Active,,11/1/2023 5:09:00 PM,1050000,,,4,5,3736,0.139,2013,89,,,https://www.xome.com/homes-for-sale/638-Brookstone-Drive-Irving-TX-75039-385890315,20462965,N,32.87948,-96.93317
330 Las Colinas Boulevard Unit 158,Irving,TX,75039,Condo,Active,,11/1/2023 11:55:00 AM,304999,,,1,1,1001,3.217,2001,90,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-158-Irving-TX-75039-385877031,20467633,N,32.86558,-96.93816
315 Red River Trail,Irving,TX,75063,Single Family,Active,,11/1/2023 10:10:00 AM,525000,,,3,3,2253,0.138,1988,90,,,https://www.xome.com/homes-for-sale/315-Red-River-Trail-Irving-TX-75063-385872565,20459281,N,32.93029,-96.95027
615 Oakland Drive,Irving,TX,75060,Land,Active,,11/1/2023 7:09:00 AM,245000,,,,,,0.181,,90,,,https://www.xome.com/landlots-for-sale/615-Oakland-Drive-Irving-TX-75060-385866160,20464092,N,32.80778,-96.95657
5817 Shoreside Drive,Irving,TX,75039,Single Family,Active,,10/27/2023 10:39:00 PM,1099000,,,5,4,3658,0.21,2009,94,,,https://www.xome.com/homes-for-sale/5817-Shoreside-Drive-Irving-TX-75039-385788053,20465134,N,32.88187,-96.93882
1841 Plymouth Drive,Irving,TX,75061,Single Family,Active,,10/27/2023 3:16:00 PM,369900,,,3,2,1938,0.307,1953,94,,,https://www.xome.com/homes-for-sale/1841-Plymouth-Drive-Irving-TX-75061-385779411,20464936,N,32.83133,-96.97026
707 Berkley Plaza,Irving,TX,75061,Townhouse,Active,Contingent,10/26/2023 10:24:00 PM,250000,,,3,3,1631,0.142,1986,95,,,https://www.xome.com/homes-for-sale/707-Berkley-Plaza-Irving-TX-75061-385750092,20460926,N,32.82088,-96.95072
3637 W Northgate Drive Unit 148,Irving,TX,75062,Condo,Active,,10/25/2023 3:09:00 PM,125000,,,2,1,813,0.0087,1982,96,,,https://www.xome.com/homes-for-sale/3637-W-Northgate-Drive-Unit-148-Irving-TX-75062-385661234,20462527,N,32.85785,-96.99736
9331 Vista Circle,Irving,TX,75063,Single Family,Active,,10/19/2023 3:58:00 PM,795000,,,4,4,3419,0.185,1995,102,,,https://www.xome.com/homes-for-sale/9331-Vista-Circle-Irving-TX-75063-385477030,20458945,N,32.93314,-96.96746
1909 Woodoak Drive,Irving,TX,75060,Single Family,Active,,10/19/2023 8:28:00 AM,350000,,,3,2,1820,0.228,1967,103,,,https://www.xome.com/homes-for-sale/1909-Woodoak-Drive-Irving-TX-75060-385458145,20456785,N,32.79937,-96.96953
1024 Rocky Lane,Irving,TX,75060,Single Family,Active,,10/17/2023 7:54:00 PM,319999,,,3,3,2135,0.231,1963,104,,,https://www.xome.com/homes-for-sale/1024-Rocky-Lane-Irving-TX-75060-385413406,20456002,N,32.80524,-96.97265
330 Las Colinas Boulevard Unit 134,Irving,TX,75039,Condo,Active,,10/13/2023 11:24:00 AM,262500,,,1,1,805,3.217,2001,109,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-134-Irving-TX-75039-385316420,20454421,N,32.86558,-96.93816
2016 Meadow Lark Lane,Irving,TX,75060,Single Family,Active,,10/12/2023 4:09:00 PM,304900,,,3,2,1555,0.165,1967,109,,,https://www.xome.com/homes-for-sale/2016-Meadow-Lark-Lane-Irving-TX-75060-385291359,20451227,N,32.78889,-96.97089
2315 Jimmydee Drive,Irving,TX,75060,Townhouse,Active,,10/12/2023 1:11:00 PM,225000,,,2,2,1467,0.119,1973,109,,,https://www.xome.com/homes-for-sale/2315-Jimmydee-Drive-Irving-TX-75060-385286025,20452439,N,32.81425,-96.97567
330 Las Colinas Boulevard Unit 222,Irving,TX,75039,Condo,Active,,10/7/2023 11:55:00 AM,260000,,,1,1,740,3.217,2001,115,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-222-Irving-TX-75039-385162312,20444286,N,32.86558,-96.93816
2409 Northlake Court,Irving,TX,75038,Townhouse,Active,,10/6/2023 6:50:00 AM,229900,,,2,2,1029,0.059,1983,116,,,https://www.xome.com/homes-for-sale/2409-Northlake-Court-Irving-TX-75038-385122441,20448473,N,32.8654,-96.97993
2913 Douglas Avenue,Irving,TX,75062,Single Family,Active,,10/5/2023 5:49:00 AM,310000,,,4,2,1822,0.163,1961,117,,,https://www.xome.com/homes-for-sale/2913-Douglas-Avenue-Irving-TX-75062-385032640,20440921,N,32.84583,-96.97069
330 Las Colinas Boulevard Unit 1308,Irving,TX,75039,Condo,Active,Contingent,10/4/2023 3:20:00 PM,450000,,,2,2,1376,3.217,2001,117,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-1308-Irving-TX-75039-385010266,20446320,N,32.86558,-96.93816
330 Las Colinas Boulevard Unit 910,Irving,TX,75039,Condo,Active,,10/4/2023 2:34:00 PM,300000,,,1,1,984,3.217,2001,117,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-910-Irving-TX-75039-385008853,20446170,N,32.86558,-96.93816
4855 Cloudcroft Lane,Irving,TX,75038,Single Family,Active,,9/28/2023 5:20:00 PM,1500000,,,3,4,3364,0.0943,2016,123,,,https://www.xome.com/homes-for-sale/4855-Cloudcroft-Lane-Irving-TX-75038-384831745,20435002,N,32.87268,-96.95075
1110 N Britain Road,Irving,TX,75061,Single Family,Active,,9/28/2023 1:05:00 PM,477900,,,4,3,2304,,2023,123,,,https://www.xome.com/homes-for-sale/1110-N-Britain-Road-Irving-TX-75061-384821352,20414518,N,32.82539,-96.94234
402 W 15th Street,Irving,TX,75060,Single Family,Active,,9/20/2023 7:21:00 PM,364500,,,4,2,2394,0.177,1952,131,,,https://www.xome.com/homes-for-sale/402-W-15th-Street-Irving-TX-75060-384594735,20436337,N,32.7989,-96.9508
1353 Linkside Drive,Irving,TX,75038,Townhouse,Active,,9/20/2023 1:21:00 PM,926887,,,3,4,2409,0.0631,2023,131,,,https://www.xome.com/homes-for-sale/1353-Linkside-Drive-Irving-TX-75038-384585965,20435643,N,32.874,-96.9793
1357 Linkside Drive,Irving,TX,75038,Townhouse,Active,,9/20/2023 8:47:00 AM,977060,,,3,5,2535,0.077,2023,132,,,https://www.xome.com/homes-for-sale/1357-Linkside-Drive-Irving-TX-75038-384572345,20435604,N,32.874,-96.9793
3604 Harvard Street,Irving,TX,75062,Single Family,Active,,9/19/2023 3:19:00 PM,310000,,,4,2,1351,0.179,1962,132,,,https://www.xome.com/homes-for-sale/3604-Harvard-Street-Irving-TX-75062-384557149,20434208,N,32.85446,-96.98517
4113 Esters Road Unit 601,Irving,TX,75038,Condo,Active,,9/19/2023 10:17:00 AM,129900,,,1,1,483,2.308,1984,133,,,https://www.xome.com/homes-for-sale/4113-Esters-Road-Unit-601-Irving-TX-75038-384545896,20434837,N,32.86361,-97.00291
4943 Cloudcroft Lane,Irving,TX,75038,Single Family,Active,,9/19/2023 5:32:00 AM,1550000,,,3,4,3624,0.204,2017,133,,,https://www.xome.com/homes-for-sale/4943-Cloudcroft-Lane-Irving-TX-75038-384538479,20434080,N,32.87401,-96.94911
1301 Ronne Drive,Irving,TX,75060,Land,Active,,9/16/2023 9:02:00 AM,159000,,,,,,0.376,,136,,,https://www.xome.com/landlots-for-sale/1301-Ronne-Drive-Irving-TX-75060-384486876,20426478,N,32.80096,-96.96285
1520 Brookhollow Drive,Irving,TX,75061,Single Family,Active,,9/16/2023 5:17:00 AM,344750,,,3,2,1567,0.178,1955,136,,,https://www.xome.com/homes-for-sale/1520-Brookhollow-Drive-Irving-TX-75061-384484268,20432881,N,32.83047,-96.92249
330 Las Colinas Boulevard Unit 444,Irving,TX,75039,Condo,Active,,9/15/2023 6:18:00 PM,259900,,,1,1,805,3.217,2001,136,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-444-Irving-TX-75039-384477413,20424259,N,32.86558,-96.93816
805 Rockingham Drive,Irving,TX,75063,Townhouse,Active,,9/13/2023 10:05:00 AM,589998,,,3,3,3143,0.051,2011,139,,,https://www.xome.com/homes-for-sale/805-Rockingham-Drive-Irving-TX-75063-384378721,20428546,N,32.91814,-96.95623
330 Las Colinas Boulevard Unit 416,Irving,TX,75039,Condo,Active,,9/10/2023 7:04:00 PM,278000,,,1,1,861,3.217,2001,141,,,https://www.xome.com/homes-for-sale/330-Las-Colinas-Boulevard-Unit-416-Irving-TX-75039-384306836,20428331,N,32.86558,-96.93816
4539 N O Connor Road Unit 1231,Irving,TX,75062,Condo,Active,,9/10/2023 11:04:00 AM,249000,,,2,3,1167,17.153,1975,142,,,https://www.xome.com/homes-for-sale/4539-N-O-Connor-Road-Unit-1231-Irving-TX-75062-384302602,20428190,N,32.86056,-96.95174
